User ID,Instagram visit score,Spending_rank(0 to 100),Cluster,PCA1,PCA2
96,86,95.38030712,1,1.8952810370291178,-0.6885117748844616
97,19,14.62477033,0,-1.8734657770643561,-0.48528007240412363
98,33,23.24338149,0,-1.2889951472978116,-0.3247176937738941
99,39,60.35146419,2,-0.21676068629030745,-1.0776522940399218
100,51,27.47569732,0,-0.7059616721415549,0.05014841329427295
101,80,90.73751483,1,1.621452735949574,-0.7339833345463925
102,94,6.978186468,0,-0.06589108671518412,1.6983934965151353
103,90,20.7456649,0,0.16625382628748894,1.253382009684813
104,63,84.24248112,1,1.0093814487353134,-1.0265949860996437
105,95,92.3898169,1,2.0612119789442946,-0.3754929256874271
106,31,27.54973738,0,-1.23630726854047,-0.48383885944506044
107,73,90.43334873,1,1.4277142461930439,-0.9127613489882495
108,41,35.02395962,0,-0.7864134337710741,-0.40156625964533166
109,35,22.7267631,0,-1.2484834973801227,-0.2587960567777581
110,95,85.61243772,1,1.8945385496558638,-0.2088194963989965
111,68,11.87430005,0,-0.6372992497197351,0.8861689296399636
112,25,58.35334386,2,-0.6384161804562041,-1.4010298082707993
113,81,20.96871631,0,-0.06773565338366395,1.0084216982437542
114,81,21.76232895,0,-0.04821864884217614,0.9889046937022665
115,91,19.7525264,0,0.1684382822181091,1.3044141972111054
116,42,53.55666866,2,-0.30403746386131836,-0.8307255860981739
117,46,60.14346481,2,-0.035617681403011824,-0.8862787947288304
118,80,26.66295582,0,0.04569222488715074,0.8417771765160276
119,77,19.05073001,0,-0.22133722547955367,0.9491566965119943
120,89,30.50516776,0,0.37965713245004434,0.986762060065346
121,84,11.2317819,0,-0.22736729904579775,1.3277032742766248
122,101,32.79851185,0,0.7553563053543443,1.249662608643995
123,46,52.31751679,2,-0.22807815311095683,-0.6938183230208859
124,26,27.47217237,0,-1.3712564030664496,-0.6149729422036427
125,83,15.54859762,0,-0.14781386406129884,1.1949331958352138
126,48,36.82701421,0,-0.5558133669780265,-0.25964982223999217
127,80,76.19183168,1,1.2637364524770822,-0.3762670510739014
128,38,53.74735043,2,-0.4057813887570823,-0.9418482350300595
129,42,17.04988133,0,-1.2018345731850053,0.06707152322551117
130,39,61.81339667,2,-0.1808079539201318,-1.1136050264100974
131,84,16.90087229,0,-0.08794958149566537,1.1882855567264927
132,93,15.33330896,0,0.11297484360588737,1.4663109227371518
133,31,5.082856803,-1,-1.788826455047345,0.06868032706181337
134,17,26.83332592,0,-1.6264421989252058,-0.8387369374570984
135,77,24.41556805,0,-0.08940186669919625,0.8172213377316371
136,90,31.3925246,0,0.42808787308075025,0.9915479628915524
137,94,24.91943309,0,0.3753309580868329,1.2571714517131192
138,24,77.16295984,2,-0.20244699018169907,-1.8902156420022158
139,25,63.87886991,2,-0.5025290844392364,-1.5369169042877666
140,78,27.57820665,0,0.014983986293485588,0.7660521281958679
141,24,28.21248903,0,-1.4062667291247894,-0.6863959030591277
142,17,37.61182537,0,-1.361370787365942,-1.1038083490163617
143,34,68.7057727,2,-0.14434806082328755,-1.4161481367915034
144,73,22.8126494,0,-0.23525510359225205,0.7502080007970432
145,104,23.35762412,0,0.6030052196364829,1.561663624732593
146,88,26.73680467,0,0.2603749345324376,1.05282761452604
147,86,23.25454226,0,0.12152037675170292,1.0852488853929496
148,77,28.29643605,0,0.006038798637125433,0.7217806723953156
149,13,28.29543776,0,-1.6969183425386882,-0.9811273676712656
150,25,28.01492023,0,-1.3845171394433131,-0.6549288492836915
151,84,18.70656052,0,-0.043542998725737345,1.1438789739565647
152,48,65.53988896,2,0.15031110565502132,-0.9657742948730385
153,19,29.16840223,0,-1.515799939178978,-0.8429459102895012
154,24,24.19521043,0,-1.505062086870883,-0.5876005453130343
155,82,88.96899434,1,1.631176848295787,-0.6372741599787807
156,90,86.0910732,1,1.7732678357373328,-0.3536319997650274
157,61,11.32237039,0,-0.8371308915784487,0.7134840673002902
158,80,85.54864535,1,1.4938449029816574,-0.6063755015784761
159,17,27.36112903,0,-1.6134621439516845,-0.8517169924306197
160,51,19.73527445,0,-0.8963188573633353,0.24050559851605297
161,81,19.04858095,0,-0.11495678955582897,1.0556428344159192
162,70,21.09830578,0,-0.35724024936296334,0.7125432161970172
163,27,18.98877336,0,-1.5532769875074104,-0.37973571430576997
164,35,67.52190515,2,-0.14685412964923344,-1.3604254245086451
165,33,16.90051369,0,-1.4449828085561514,-0.1687300325155545
166,76,99.1237311,1,1.7212583781781696,-1.0466555506026374
167,87,79.74843641,1,1.5374608904319933,-0.2774749848304254
168,60,21.47885791,0,-0.6139646972994428,0.43710122956437236
169,75,76.23377259,1,1.1317262801926495,-0.510340096074031
170,65,21.82376162,0,-0.47244100692715557,0.5616607564766474
171,69,78.56928699,1,1.0295127398868567,-0.7274264165097124
172,85,23.555059,0,0.10230254540073506,1.051250073287005
173,98,7.942425657,0,0.06425535657023461,1.7811136270573662
174,84,7.687225784,0,-0.31453717806074194,1.4148731532915688
175,84,80.593889,1,1.4784278093560346,-0.378091834125204
176,25,28.70377582,0,-1.3675763839653519,-0.6718696047616528
177,93,23.65261494,0,0.31756827421667855,1.261717492126361
178,67,82.19940878,1,1.065570258521899,-0.8699172220585792
179,83,84.41794026,1,1.5458628811505217,-0.4987435493766033
180,88,74.50483022,1,1.435115260741526,-0.12191271168304603
181,46,14.7812366,0,-1.1511931767562318,0.22929670062438728
182,11,15.22567934,0,-2.071554431178944,-0.7129245659448351
183,25,63.66221672,2,-0.5078571514079754,-1.5315888373190276
184,74,87.37823625,1,1.379189384373773,-0.8110198437120664
185,29,23.32993675,0,-1.3932998146340678,-0.43327960026528745
186,33,28.7200071,0,-1.1543106406316899,-0.45940220044001556
187,67,23.59321418,0,-0.3757089103274262,0.5713619467907429
188,44,71.25388416,2,0.1843998626799619,-1.2127296257256286
189,63,17.55261153,0,-0.6306963701603887,0.6134828327960553
190,22,21.6712293,0,-1.6203500088004261,-0.5787459102973164
191,94,15.43388662,0,0.14205663229801518,1.4904457775019364
192,52,12.51356204,0,-1.0473112778600646,0.4447146624696944
193,90,95.65491071,1,2.008467542381019,-0.5888317064087134
194,18,16.61266057,0,-1.8511866934182468,-0.5607757995071455
195,82,22.05297087,0,-0.014462684313339746,1.0083653726303425
196,87,26.56631865,0,0.22957391694848148,1.0304119886530836
197,32,20.85594495,0,-1.3743167599255834,-0.2926127246030347
198,66,17.95901183,0,-0.5408769617151925,0.6833133547215964
199,59,22.52011807,0,-0.6149657161104576,0.3848856049184748
200,82,92.05440447,1,1.7070551300726027,-0.7131524417555962
201,83,29.44906499,0,0.19403488067277339,0.8530844511011423
202,11,27.66611345,0,-1.7656117120421244,-1.0188672850816543
203,60,20.12253563,0,-0.6473201994225958,0.47045673168752533
204,91,78.05065227,1,1.602141237560426,-0.12928875813120863
205,78,16.19723923,0,-0.2649036838709725,1.0459397983603254
206,78,18.37600346,0,-0.21132218928724064,0.9923583037765936
207,86,18.50963704,0,0.004830782785975237,1.201938479358677
208,36,54.22593981,2,-0.44722827120947245,-1.0068346394914942
209,86,15.59737784,0,-0.06678926604841544,1.2735585281930675
210,62,94.91645619,1,1.245274011464693,-1.315704192285935
211,21,17.11089923,0,-1.7591087401882766,-0.49320382236637855
212,35,64.31421702,2,-0.22573954634431842,-1.2815400078135604
213,84,20.00936342,0,-0.011503677734121696,1.1118396529649492
214,41,69.08266159,2,0.05117887199874091,-1.239158565415145
215,28,19.86392432,0,-1.5051464212985644,-0.3746496370577034
216,34,54.19525743,2,-0.5011994744095408,-1.0592967232052508
217,50,54.67236072,2,-0.06373311257850899,-0.6452967897256838
218,87,13.18225755,0,-0.09957505083037149,1.359560956431936
219,77,16.25437429,0,-0.29010690546707923,1.0179263764995197
220,67,23.81050932,0,-0.370365056133996,0.5660180925973127
221,89,21.95099679,0,0.16928775921255,1.1971314333028398
222,57,10.52620316,0,-0.9631440070641745,0.6266306089583663
223,75,95.49217662,1,1.6053406607742355,-0.983954476655616
224,12,13.24174207,0,-2.093736300983497,-0.6375260526833701
225,90,82.07861209,1,1.6745909526342444,-0.2549551166619393
226,58,20.72003154,0,-0.6858428601967343,0.4025461055478391
227,85,15.56630248,0,-0.09416181192311053,1.24771443061085
228,76,78.07417774,1,1.203594964294779,-0.5289921367192479
229,12,18.33271481,0,-1.968536004164673,-0.762726349502194
230,39,61.39784668,2,-0.19102741191924488,-1.1033855684109843
231,60,14.24971359,0,-0.7917482095737821,0.6148847418387113
232,48,82.21160875,-1,0.5603121747607783,-1.3757753639787949
233,62,15.57775969,0,-0.7058714490035571,0.6354412681823113
234,85,86.19000662,1,1.642659257908983,-0.48910663922123965
235,34,60.61421798,2,-0.3433404939805229,-1.2171557036342684
236,31,62.48681525,2,-0.37711340860509446,-1.3430327193804341
237,72,8.37489358,0,-0.616925494276455,1.0786617480243328
238,56,30.69619064,0,-0.49371973378644163,0.10398969222372209
239,91,82.55129812,1,1.7128238565949192,-0.23997137716570144
240,81,85.97665734,1,1.5309791557898418,-0.5902931109297482
241,52,32.5548928,0,-0.5544426871325032,-0.04815392825786592
242,21,18.88156344,0,-1.7155634894120035,-0.5367490731426513
243,84,95.28497476,1,1.839719922215158,-0.7393839469843265
244,60,19.08541304,0,-0.6728257487030479,0.4959622809679773
245,89,23.71888002,0,0.2127646184378896,1.1536545740775002
246,38,61.66847702,2,-0.21098022778927075,-1.1366493959978707
247,60,21.00434692,0,-0.6256341600575156,0.44877069232244515
248,96,19.58555753,0,0.2973736908960381,1.4415620058177383
249,98,2.711248587,0,-0.06439293037302385,1.9097619140006243
250,48,67.61752672,2,0.20140563660589758,-1.0168688258239147
251,99,9.454214215,0,0.12804250165041484,1.7705431254340984
252,74,6.208650472,0,-0.6169824183584903,1.1851519590201929
253,84,11.17645134,0,-0.22872802181705187,1.329063997047879
254,90,18.31930725,0,0.10658336378789506,1.3130524721844068
255,76,13.98310121,0,-0.3725717556617642,1.047174583237292
256,61,30.48422196,0,-0.3658909877949033,0.24224416351674583
257,80,32.46238896,0,0.188315410590739,0.6991539908124396
258,42,32.08359615,0,-0.8321163181716116,-0.30264673178788176
259,74,67.2278253,1,0.8836382272954336,-0.3154686866337279
260,91,22.15936574,0,0.22762873857149019,1.2452237408577245
261,85,18.32780613,0,-0.026249235230298314,1.1798018539180382
262,28,23.55117474,0,-1.41446731720473,-0.4653287411515377
263,15,30.83117767,0,-1.5813412415423118,-0.990271181753817
264,42,63.75778413,2,-0.05316543017466793,-1.081597619784824
265,95,21.16693051,0,0.3096554549308911,1.376063598325973
266,42,66.78334725,2,0.021241057546593892,-1.1560041075060856
267,85,9.057944521,0,-0.254219307785867,1.4077719264736064
268,76,91.84905254,1,1.542355060189958,-0.8677522326144262
269,53,64.77070667,2,0.2644365157761168,-0.8138164877095719
270,86,76.66507516,1,1.4350246742293544,-0.2282554120846992
271,30,31.50555559,0,-1.165631703800245,-0.6077310676421975
272,71,15.17556799,0,-0.4762874962573451,0.8848071065483111
273,83,24.81658207,0,0.0801100442588716,0.9670092875150439
274,16,34.76071054,0,-1.4580954584073493,-1.060300321431867
275,32,53.57749898,2,-0.5696084092520749,-1.0973210752765419
276,19,36.57260947,0,-1.3337111731416869,-1.0250346763267921
277,65,75.95033784,1,0.8586726632141447,-0.7694529136646503
278,26,70.63324698,2,-0.30981301529623406,-1.6764163299738561
279,26,71.22888027,2,-0.2951648392969311,-1.691064505973159
280,60,5.145758067,0,-1.015638218795276,0.8387747510602047
281,73,15.2776218,0,-0.4205610834584952,0.935513980663286
282,63,6.68084,0,-0.8980615854183363,0.8808480480540023
283,52,13.57191358,0,-1.0212836533344891,0.41868703794411893
284,79,21.23684547,0,-0.11435830152136704,0.9486110594676327
285,75,76.04700661,1,1.127133217662981,-0.5057470335443622
286,33,21.59960647,0,-1.3294198619678352,-0.2842929791038705
287,83,9.738161785,0,-0.2907076347297178,1.3378269665036324
288,88,13.52483314,0,-0.06454190191439345,1.3777444509728705
289,24,33.09396046,0,-1.2862186158935625,-0.8064440162903544
290,87,18.85404152,0,0.039908908876756945,1.2200769967248077
291,44,24.42277704,0,-0.9672991958732667,-0.0610305671724022
292,47,64.74629775,2,0.10418630640466614,-0.9728661390795958
293,93,21.63797805,0,0.2680230989639521,1.3112626673790875
294,86,86.12020684,1,1.667551021010985,-0.4607817588663292
295,49,15.98064079,0,-1.0418717345196542,0.2796251887585468
296,67,16.87625688,0,-0.5408964080077553,0.7365494444710716
297,90,37.53057246,0,0.5790384778487004,0.8405973581236025
298,84,20.80639274,0,0.00809735187919056,1.092238623351637
299,33,15.73880635,0,-1.473552221753325,-0.14016061931838106
300,23,41.92542623,0,-1.0956381620739322,-1.0502411135668968
301,32,57.22349629,2,-0.4799438267203219,-1.1869856578082947
302,16,30.88718141,0,-1.5533556417907632,-0.965040138048453
303,86,15.21619583,0,-0.07616352578841082,1.282932787933063
304,86,62.44422097,-1,1.085296782029873,0.12147248011478165
305,40,49.37574124,2,-0.46007401634056033,-0.7811223205327571
306,93,81.86624173,1,1.7491931768100983,-0.1699074104670557
307,93,19.97177887,0,0.22704691571782426,1.3522388506252152
308,94,5.942648774,0,-0.09135765926962304,1.723860069069574
309,87,12.80558456,0,-0.10883842200914416,1.3688243276107086
310,98,11.79319285,0,0.15895576456019977,1.6864132190674013
311,27,24.7431829,0,-1.4117610495483566,-0.5212516522648234
312,70,80.90917307,1,1.1136649626927,-0.7583619958586433
313,71,64.98953989,1,0.7487679864802365,-0.34024837618926806
314,81,83.10716523,1,1.4604108612341586,-0.5197248163740652
315,67,25.31521455,0,-0.33336043029095186,0.5290134667542686
316,85,28.02554384,0,0.21224342654009354,0.9413091921476469
317,60,13.59379054,0,-0.8078790680058208,0.63101560027075
318,39,28.63800481,0,-0.9966773604321777,-0.29773561989805314
319,87,65.38471806,-1,1.1842195959516006,0.07576630964996654
320,56,17.62508529,0,-0.8151723034912485,0.4254422619285282
321,50,76.30235269,2,0.4682048004956013,-1.1772347027997931
322,43,68.00480275,2,0.07788815554847879,-1.159434562051058
323,72,82.58527994,1,1.2081014453318728,-0.7463651915839912
324,78,82.52693226,1,1.3663164540819746,-0.5852803395926184
325,83,16.56328135,0,-0.12286014486828833,1.1699794766422034
326,30,76.48826316,2,-0.059389610765904786,-1.7139731606765356
327,90,10.83667749,0,-0.07743401654036167,1.4970698525126631
328,65,20.38865292,0,-0.5077340725913173,0.5969538221408089
329,27,68.48481799,2,-0.33604016548628723,-1.5969725363268905
330,19,24.17208026,0,-1.6386725267164262,-0.7200733227520533
331,85,79.56108473,1,1.47963678055492,-0.3260841618671771
332,5,29.54739643,0,-1.8789959875910283,-1.2247828702742247
333,40,63.33957126,2,-0.11666701879462434,-1.1245293180786924
334,27,57.07282424,2,-0.616690854021415,-1.3163218477917635
335,76,90.61974666,1,1.5121232225987151,-0.8375203950231833
336,15,20.60926597,0,-1.8327247087607619,-0.7388877145353676
337,32,20.06536716,0,-1.3937591295907508,-0.2731703549378674
338,79,8.204026606,0,-0.4348693066851407,1.2691220646314056
339,89,23.41564993,0,0.20530739970754558,1.161111792807844
340,57,6.942328937,0,-1.051280820870986,0.7147674227651776
341,95,3.776767637,0,-0.11801400326921246,1.8037330565260756
342,55,21.1258642,0,-0.7556873418702676,0.31274065685063507
343,68,22.59870832,0,-0.3735580813452502,0.6224277612654793
344,85,33.00929131,0,0.33480677432852896,0.8187458443592116
345,85,26.39622326,0,0.17217418424652373,0.9813784344412165
346,101,24.23950402,0,0.544867981115028,1.4601509328833109
347,43,60.44099039,2,-0.10812571663616985,-0.9734206898664097
348,87,24.09242993,0,0.16873454147762781,1.0912513641239372
349,44,77.51233295,2,0.3383114403195255,-1.3666412033651918
350,34,75.88646013,2,0.032243770151474414,-1.592739967766265
351,22,23.05317264,0,-1.5863644179927257,-0.6127315011050167
352,18,10.14402649,0,-2.010267275497412,-0.4016952174279808
353,83,79.95562677,1,1.4361229548183603,-0.38900362304444197
354,34,61.4575757,2,-0.32260012818778705,-1.2378960694270043
355,78,17.91956456,0,-0.2225472122206098,1.0035833267099628
356,89,34.69671504,0,0.4827382115261298,0.8836809809892606
357,28,30.07681026,0,-1.2539849210574934,-0.6258111372987739
358,81,11.80327545,0,-0.2931377473943617,1.2338237922544515
359,77,85.12529881,1,1.403608742299449,-0.6757892712670052
360,50,24.05756165,0,-0.8166308644161397,0.10760096211194532
361,79,5.34741078,0,-0.5051209398362055,1.3393736977824702
362,89,23.78727486,0,0.21444662592569164,1.151972566589698
363,94,22.35525383,0,0.3122711027616848,1.3202313070382672
364,81,10.4111462,0,-0.3273738362935859,1.2680598811536756
365,14,21.30010087,0,-1.8423435986163608,-0.7824854681366811
366,50,22.12827166,0,-0.8640771368150735,0.15504723451087904
367,94,14.97405577,0,0.13074819246801675,1.5017542173319347
368,76,86.3823613,1,1.4079148655907494,-0.7333120380152179
369,26,33.11451414,0,-1.2324965038419156,-0.7537328414281764
370,23,31.60134184,0,-1.349534322203556,-0.7963449534372734
371,43,61.19705033,2,-0.08953223092427764,-0.9920141755783018
372,62,17.67966805,0,-0.6541800407015028,0.5837498598802571
373,98,22.76002744,0,0.4286588283858663,1.4167101552417352
374,45,71.64125832,2,0.22053472526590132,-1.1956478448546555
375,84,23.52029169,0,0.07483920484701759,1.02549677038381
376,79,70.30288484,1,1.0923035697123247,-0.25805081176605654
377,92,86.07262506,1,1.8260307913193117,-0.29996166843318134
378,60,19.31255444,0,-0.6672397492973933,0.49037628156232277
379,85,18.75385148,0,-0.01577166895712273,1.1693242876448624
380,51,19.14330836,0,-0.9108768473506631,0.25506358850338073
381,24,24.98961218,0,-1.485525676056514,-0.6071369561274031
382,86,87.12735245,1,1.6923193581739484,-0.4855500960292927
383,83,18.66157389,0,-0.07125765901001115,1.1183769907839263
384,97,24.08108564,0,0.4345387730854369,1.3576135670852523
385,31,25.03969485,0,-1.2980357604875457,-0.4221103674979848
386,49,16.60737293,0,-1.026458756693751,0.26421221093264385
387,59,61.73056908,2,0.349321534198403,-0.5794016453903837
388,85,11.49266305,0,-0.19434322946667917,1.3478958481544185
389,87,90.93473461,1,1.8125611367837111,-0.5525752311821427
390,66,82.51317329,1,1.0466782243851167,-0.9042418313787096
391,78,74.13380583,1,1.159907586083613,-0.3788714715942572
392,22,18.69782203,0,-1.6934738481489058,-0.5056220709488368
393,87,27.42259581,0,0.25063200546442593,1.0093539001371392
394,28,45.69516336,0,-0.869888886015435,-1.0099071723408315
395,38,71.93015254,2,0.041381135466125894,-1.389010759253267
396,39,53.2819345,2,-0.39061885854158734,-0.9037941217886422
397,72,14.05913735,0,-0.47713511559244876,0.9388713693403271
398,85,8.167946986,0,-0.27610666826503993,1.429659286952779
399,60,31.82224229,0,-0.35959390008177977,0.1827304323467099
400,83,88.56602578,1,1.6478751222009165,-0.6007557904269978
401,88,34.44354303,0,0.4499037298048747,0.8632988192536035
402,12,23.4044479,0,-1.8438088605159224,-0.8874534931509441
403,57,39.05173716,0,-0.2616267320540824,-0.07488666605172434
404,69,78.45012746,1,1.026582296278787,-0.7244959729016427
405,19,25.24606561,0,-1.6122604260303266,-0.7464854234381527
406,13,28.12989116,0,-1.7009895651744917,-0.9770561450354621
407,30,73.83523426,2,-0.12463451045651268,-1.648728260985928
408,90,19.03134888,0,0.12409432445812626,1.2955415115141755
409,95,26.96858861,0,0.4523333582035249,1.2333856950533395
410,89,19.11371912,0,0.09951170175100046,1.2669074907643891
411,19,18.90255259,0,-1.7682639549311856,-0.590481894537294
412,26,29.76273578,0,-1.3149254750767747,-0.6713038701933176
413,32,41.80669899,0,-0.859083078987394,-0.8078464055412231
414,81,78.79889851,1,1.3544593467268027,-0.4137733018667095
415,33,59.03970412,2,-0.40867021782305774,-1.2050426232486462
416,90,12.8121914,0,-0.028850977397685877,1.4484868133699875
417,30,77.48787055,2,-0.03480665809224934,-1.738556113350191
418,91,27.80179223,0,0.36639072128177214,1.1064617581474427
419,83,78.87354191,1,1.409511666058021,-0.3623923342841027
420,30,21.50185677,0,-1.4116487472052195,-0.36171402423722365
421,99,19.24704872,0,0.36887384162015574,1.529711785464358
422,83,96.32182718,1,1.8386105055822566,-0.7914911738083374
423,81,77.09703154,1,1.3126059995037822,-0.371919954643689
424,91,12.58927484,0,-0.007724755240996371,1.4805772346702104
425,42,75.85094055,2,0.2442368248726593,-1.3789998748321506
426,63,15.50581792,0,-0.6810323630219165,0.6638188256575831
427,93,77.61937984,1,1.644751767214856,-0.06546600087181355
428,65,24.22242289,0,-0.4134516706432968,0.5026714201927887
429,28,23.71340252,0,-1.410477713008134,-0.46931834534813355
430,88,98.04298777,1,2.0139799418806845,-0.7007773928222031
431,27,77.22486683,2,-0.12109957066019507,-1.8119131311529824
432,100,23.42272523,0,0.4981729387997867,1.4536293317416398
433,80,17.04699716,0,-0.19078927676582078,1.0782586781689985
434,63,21.8495164,0,-0.525024273175982,0.5078107358116488
435,45,84.97045035,-1,0.5483343195161555,-1.523447439104909
436,39,27.92569992,0,-1.014194795352385,-0.28021818497784573
437,89,6.282675235,0,-0.21603713045456335,1.5824563229699522
438,53,39.82201791,-1,-0.34911680645056287,-0.2002631654828935
439,31,29.40444535,0,-1.1906951625215643,-0.5294509654639661
440,90,89.77440076,1,1.863850466473037,-0.4442146305007316
441,90,17.61903337,0,0.0893618027801907,1.330274033192111
442,78,93.23704793,1,1.629706130147681,-0.8486700156583242
443,77,24.41028312,0,-0.08953183691087467,0.8173513079433156
444,73,12.25126419,0,-0.49498710976086874,1.0099400069656592
445,9,40.48369646,-1,-1.503610561315382,-1.3873017227222213
446,79,22.86652091,0,-0.0742803322949304,0.9085330902411961
447,90,23.84538143,0,0.2424839397510734,1.1771518962212286
448,81,89.11413834,1,1.6081379960596132,-0.6674519511995195
449,31,20.11730805,0,-1.419090089373436,-0.3010560386120947
450,93,15.28581815,0,0.11180692073302471,1.4674788456100145
